ID_PTN,PTN,PRODI,Min_Skor,ID_PRODI
7,UNIVERSITAS GADJAH MADA,TEKNIK ELEKTRO,684.54,638
7,UNIVERSITAS GADJAH MADA,TEKNIK FISIKA,652.98,639
7,UNIVERSITAS GADJAH MADA,TEKNIK GEODESI,680.44,640
7,UNIVERSITAS GADJAH MADA,TEKNIK GEOLOGI,693.61,641
7,UNIVERSITAS GADJAH MADA,TEKNIK INDUSTRI,708.56,642
7,UNIVERSITAS GADJAH MADA,TEKNIK INFRASTRUKTUR LINGKUNGAN,633.85,643
7,UNIVERSITAS GADJAH MADA,TEKNIK KIMIA,686.19,644
7,UNIVERSITAS GADJAH MADA,TEKNIK MESIN,695.39,645
7,UNIVERSITAS GADJAH MADA,TEKNIK NUKLIR,664.17,646
7,UNIVERSITAS GADJAH MADA,TEKNIK PERTANIAN,644.91,647
7,UNIVERSITAS GADJAH MADA,TEKNIK SIPIL,707.32,648
7,UNIVERSITAS GADJAH MADA,TEKNIK SUMBER DAYA AIR,0,649
7,UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,625.93,650
7,UNIVERSITAS GADJAH MADA,TEKNOLOGI INDUSTRI PERTANIAN,656.3,651
7,UNIVERSITAS GADJAH MADA,TEKNOLOGI INFORMASI,714.73,652
7,UNIVERSITAS GADJAH MADA,TEKNOLOGI PANGAN DAN HASIL PERTANIAN,699.49,653
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,ARSITEKTUR,678.63,654
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,BIOLOGI,582.67,655
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,DESAIN INTERIOR,605.36,656
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,DESAIN KOMUNIKASI VISUAL,662.5,657
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,DESAIN PRODUK INDUSTRI,600.77,658
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,FISIKA,564.89,659
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,INOVASI DIGITAL,0,660
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,DOKTER,0,661
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,KIMIA,573.93,662
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,MANAJEMEN BISNIS,690.4,663
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,MATEMATIKA,611.44,664
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,PERENCANAAN WILAYAH DAN KOTA,654.02,665
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,REKAYASA KECERDASAN ARTIFISIAL,0,666
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,REKAYASA PERANGKAT LUNAK,0,667
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,AKTUARIA,647.27,668
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SAINS ANALITIK DAN INSTRUMENTASI KIMIA,511.48,669
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SAINS DATA,0,670
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SISTEM INFORMASI,716.14,671
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,STATISTIKA,655.76,672
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,STUDI PEMBANGUNAN,615.64,673
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEK. SIST PERKAPALAN (GLR GANDA ITS-JERMAN),534.71,674
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK BIOMEDIK,626.69,675
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK ELEKTRO,688.87,676
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK FISIKA,608.5,677
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK GEOFISIKA,613.41,678
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK GEOMATIKA,613.52,679
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK INDUSTRI,711.46,680
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK INFORMATIKA,716.87,681
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK KELAUTAN,636.3,682
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK KIMIA,656.14,683
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK KOMPUTER,640.29,684
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK LEPAS PANTAI,529.44,685
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK LINGKUNGAN,650.94,686
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK MATERIAL,680.72,687
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK MESIN,697.37,688
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK PANGAN,585.86,689
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK PERKAPALAN,637.51,690
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK SIPIL,702.76,691
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK SISTEM PERKAPALAN,616.48,692
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK TELEKOMUNIKASI,584.11,693
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK TRANSPORTASI LAUT,571.07,694
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNOLOGI INFORMASI,647.67,695
8,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNOLOGI KEDOKTERAN,653.22,696
9,UNIVERSITAS AIRLANGGA,ADMINISTRASI PUBLIK,648.85,697
9,UNIVERSITAS AIRLANGGA,AKUAKULTUR,570.92,698
9,UNIVERSITAS AIRLANGGA,AKUAKULTUR (FIKKIA BANYUWANGI),519.4,699
9,UNIVERSITAS AIRLANGGA,AKUNTANSI,686.38,700
9,UNIVERSITAS AIRLANGGA,ANTROPOLOGI,581.03,701
9,UNIVERSITAS AIRLANGGA,BAHASA DAN SASTRA INDONESIA,597.34,702
9,UNIVERSITAS AIRLANGGA,BAHASA DAN SASTRA INGGRIS,656.73,703
9,UNIVERSITAS AIRLANGGA,BIOLOGI,564.93,704
9,UNIVERSITAS AIRLANGGA,EKONOMI ISLAM,624.2,705
9,UNIVERSITAS AIRLANGGA,EKONOMI PEMBANGUNAN,648.78,706
9,UNIVERSITAS AIRLANGGA,FARMASI,690.68,707
9,UNIVERSITAS AIRLANGGA,FISIKA,534.55,708
9,UNIVERSITAS AIRLANGGA,GIZI,667.94,709
9,UNIVERSITAS AIRLANGGA, HUBUNGAN INTERNASIONAL,672.2,710
9,UNIVERSITAS AIRLANGGA, HUKUM,692.88,711
9,UNIVERSITAS AIRLANGGA, INFORMASI DAN PERPUSTAKAAN,595.6,712
9,UNIVERSITAS AIRLANGGA, KOMUNIKASI,674.79,713
9,UNIVERSITAS AIRLANGGA, POLITIK,600.17,714
9,UNIVERSITAS AIRLANGGA, SEJARAH,569.13,715
9,UNIVERSITAS AIRLANGGA,KEBIDANAN,644.2,716
9,UNIVERSITAS AIRLANGGA,DOKTER,703.12,717
9,UNIVERSITAS AIRLANGGA,DOKTER GIGI,689.96,718
9,UNIVERSITAS AIRLANGGA,DOKTER HEWAN,666.15,719
9,UNIVERSITAS AIRLANGGA,DOKTER HEWAN (FIKKIA BANYUWANGI),582.89,720
9,UNIVERSITAS AIRLANGGA,KEPERAWATAN,681.44,721
9,UNIVERSITAS AIRLANGGA,KESEHATAN MASYARAKAT,674.9,722
9,UNIVERSITAS AIRLANGGA,KESEHATAN MASYARAKAT (FIKKIA BANYUWANGI),581.2,723
9,UNIVERSITAS AIRLANGGA,KIMIA,530.39,724
9,UNIVERSITAS AIRLANGGA,MANAJEMEN,690.04,725
9,UNIVERSITAS AIRLANGGA,MATEMATIKA,566.78,726
9,UNIVERSITAS AIRLANGGA,PSIKOLOGI,698.77,727
9,UNIVERSITAS AIRLANGGA,REKAYASA NANOTEKNOLOGI,565.62,728
9,UNIVERSITAS AIRLANGGA,SISTEM INFORMASI,663.31,729
9,UNIVERSITAS AIRLANGGA,SOSIOLOGI,586.44,730
9,UNIVERSITAS AIRLANGGA,STATISTIKA,620.07,731
9,UNIVERSITAS AIRLANGGA,STUDI KEJEPANGAN,605.42,732
9,UNIVERSITAS AIRLANGGA,TEKNIK BIOMEDIS,599.88,733
9,UNIVERSITAS AIRLANGGA,TEKNIK ELEKTRO,586.17,734
9,UNIVERSITAS AIRLANGGA,TEKNIK INDUSTRI,649.04,735
9,UNIVERSITAS AIRLANGGA,TEKNIK LINGKUNGAN,606.77,736
9,UNIVERSITAS AIRLANGGA,TEKNIK ROBOTIKA DAN KECERDASAN BUATAN,613.33,737
9,UNIVERSITAS AIRLANGGA,TEKNOLOGI HASIL PERIKANAN,577.45,738
9,UNIVERSITAS AIRLANGGA,TEKNOLOGI SAINS DATA,659.45,739
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,AGRIBISNIS,660.37,740
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,659.13,741
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,AKUNTANSI,698.01,742
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,ARSITEKTUR,672.36,743
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,525.27,744
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,BIMBINGAN DAN KONSELING,667.73,745
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,BIOLOGI,537.29,746
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,BISNIS DIGITAL,709.93,747
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,DESAIN INTERIOR,547.9,748
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,DESAIN KOMUNIKASI VISUAL,671.97,749
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,EKONOMI PEMBANGUNAN,663.93,750
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,FARMASI,692.97,751
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,FISIKA,525.78,752
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,HUBUNGAN INTERNASIONAL,654.91,753
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, ADMINISTRASI NEGARA,676.39,754
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, DAN TEKNOLOGI PANGAN,674.11,755
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, HUKUM,715.52,756
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, KOMUNIKASI,700.3,757
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, LINGKUNGAN,636.75,758
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, SEJARAH,575.14,759
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET, TANAH,602.94,760
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,INFORMATIKA,700.36,761
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,KEBIDANAN,648.9,762
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,DOKTER,718.6,763
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,KIMIA,529.22,764
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,KRIYA SENI (DESAIN TEKSTIL),509.5,765
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,MANAJEMEN,713.9,766
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,MATEMATIKA,549.14,767
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",626.25,768
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PEND. GURU PEND ANAK USIA DINI (PG-PAUD),560.74,769
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,623.52,770
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA,688.83,771
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),585.1,772
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN ADMINISTRASI PERKANTORAN,611.18,773
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN AKUNTANSI,546.42,774
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN BAHASA INGGRIS,652.05,775
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN BAHASA JAWA,574.96,776
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN BIOLOGI,586.84,777
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN EKONOMI,554.65,778
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN FISIKA,523.9,779
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN GEOGRAFI,547.9,780
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN IPA,529.7,781
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",639.31,782
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN KEPELATIHAN OLAHRAGA,600.83,783
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN KIMIA,516.69,784
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS),553.49,785
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN MATEMATIKA,596.97,786
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN SEJARAH,548.26,787
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN SENI RUPA,515.44,788
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,552.04,789
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN TEKNIK BANGUNAN,526.95,790
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER,624.81,791
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENDIDIKAN TEKNIK MESIN,525.83,792
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENGELOLAAN HUTAN,619.81,793
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PENYULUHAN DAN KOMUNIKASI PERTANIAN,599.99,794
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PERENCANAAN WILAYAH DAN KOTA (PWK),659.32,795
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PETERNAKAN,664.55,796
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,PSIKOLOGI,718.31,797
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SAINS DATA,609.69,798
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SASTRA ARAB,589.66,799
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SASTRA DAERAH UNTUK SASTRA JAWA,534.24,800
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SASTRA INDONESIA,596.32,801
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SASTRA INGGRIS,655.65,802
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,"SENI RUPA MURNI (LUKIS, GRFS, PTNG, KRMIK)",509.65,803
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,SOSIOLOGI,630.34,804
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,STATISTIKA,645.89,805
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNIK ELEKTRO,629.72,806
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNIK INDUSTRI,685.44,807
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNIK KIMIA,602.28,808
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNIK MESIN,671.77,809
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNIK SIPIL,687.38,810
10,UNIVERSITAS NEGERI SURAKARTA SEBELAS MARET,TEKNOLOGI PENDIDIKAN,551.12,811
